Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,3:14:00 PM,Ewallet,698.67,4.761904762,34.9335,7.2
735-32-9839,Giza,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36:00 AM,Ewallet,789.6,4.761904762,39.48,8.5
857-16-3520,Alex,Yangon,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,4:06:00 PM,Ewallet,500.22,4.761904762,25.011,4.5
678-79-0726,Giza,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,3:28:00 PM,Cash,815.67,4.761904762,40.7835,5.1
174-64-0215,Cairo,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,5:49:00 PM,Credit card,697.4,4.761904762,34.87,8.9
438-23-1242,Cairo,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,10:38:00 AM,Ewallet,531.16,4.761904762,26.558,8.9
607-65-2441,Giza,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39:00 PM,Credit card,819.5,4.761904762,40.975,6.0
386-27-7606,Giza,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,3:59:00 PM,Credit card,568.4,4.761904762,28.42,8.1
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,2:26:00 PM,Ewallet,587.6,4.761904762,29.38,9.0
197-77-7132,Cairo,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,6:22:00 PM,Ewallet,732.48,4.761904762,36.624,6.0
805-86-0265,Alex,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,11:32:00 AM,Cash,845.64,4.761904762,42.282,9.8
457-13-1708,Cairo,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,7:07:00 PM,Credit card,652.3,4.761904762,32.615,5.2
314-23-4520,Giza,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,8:44:00 PM,Cash,568.61,4.761904762,28.4305,9.0
652-43-6591,Alex,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,1:18:00 PM,Credit card,778.32,4.761904762,38.916,6.2
406-46-7107,Alex,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52:00 AM,Cash,579.12,4.761904762,28.956,4.5
842-40-8179,Cairo,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38:00 AM,Credit card,772.0,4.761904762,38.6,5.6
525-09-8450,Cairo,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,3:12:00 PM,Credit card,721.3,4.761904762,36.065,4.2
410-67-1709,Alex,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,5:48:00 PM,Ewallet,511.04,4.761904762,25.552,9.9
593-14-4239,Cairo,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,7:40:00 PM,Ewallet,763.68,4.761904762,38.184,4.7
759-98-4285,Giza,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,7:01:00 PM,Credit card,601.09,4.761904762,30.0545,8.0
457-94-0464,Cairo,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,8:32:00 PM,Ewallet,790.83,4.761904762,39.5415,5.6
404-91-5964,Alex,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,4:09:00 PM,Credit card,522.06,4.761904762,26.103,9.0
886-77-9084,Giza,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,11:33:00 AM,Ewallet,575.12,4.761904762,28.756,5.5
744-16-7898,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,1:48:00 PM,Credit card,973.7,4.761904762,48.685,4.9
263-12-5321,Alex,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52:00 PM,Credit card,648.2,4.761904762,32.41,9.3
831-81-6575,Cairo,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12:00 AM,Cash,680.31,4.761904762,34.0155,8.0
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33:00 AM,Ewallet,621.8,4.761904762,31.09,6.0
222-42-0244,Cairo,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,1:53:00 PM,Credit card,648.99,4.761904762,32.4495,7.7
538-22-0304,Giza,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,6:27:00 PM,Cash,649.5,4.761904762,32.475,5.2
416-17-9926,Alex,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,2:42:00 PM,Credit card,742.2,4.761904762,37.11,4.3
660-29-7083,Giza,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,3:01:00 PM,Cash,558.7,4.761904762,27.935,5.8
845-94-6841,Giza,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,7:38:00 PM,Cash,655.92,4.761904762,32.796,4.0
125-45-2293,Alex,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,1:11:00 PM,Cash,594.6,4.761904762,29.73,4.2
866-70-2814,Cairo,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58:00 AM,Ewallet,527.9,4.761904762,26.395,10.0
160-22-2687,Alex,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,2:21:00 PM,Ewallet,479.75,4.761904762,23.9875,8.8
361-59-0574,Cairo,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,2:48:00 PM,Credit card,724.24,4.761904762,36.212,6.5
166-19-2553,Alex,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,5:26:00 PM,Cash,534.36,4.761904762,26.718,9.9
154-87-7367,Giza,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,2:04:00 PM,Ewallet,522.08,4.761904762,26.104,6.3
448-61-3783,Alex,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,4:08:00 PM,Credit card,720.16,4.761904762,36.008,4.5
884-80-6021,Alex,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23,1:14:00 PM,Ewallet,734.7,4.761904762,36.735,9.5
880-46-5796,Alex,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,7:53:00 PM,Ewallet,769.2,4.761904762,38.46,5.6
699-88-1972,Cairo,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,5:47:00 PM,Credit card,793.28,4.761904762,39.664,4.2
725-54-0677,Giza,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,1:50:00 PM,Cash,599.2,4.761904762,29.96,5.3
450-42-3339,Giza,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,6:58:00 PM,Credit card,846.1,4.761904762,42.305,8.8
624-01-8356,Cairo,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,10:44:00 AM,Credit card,490.1,4.761904762,24.505,4.2
453-33-6436,Alex,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,10:09:00 AM,Cash,744.96,4.761904762,37.248,6.8
887-42-0517,Giza,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10,10:31:00 AM,Credit card,581.98,4.761904762,29.099,6.6
431-66-2305,Cairo,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,8:51:00 PM,Credit card,794.25,4.761904762,39.7125,7.6
641-62-7288,Cairo,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,1:33:00 PM,Ewallet,599.52,4.761904762,29.976,7.1
243-55-8457,Alex,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,11:40:00 AM,Ewallet,744.4,4.761904762,37.22,5.1
433-08-7822,Giza,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,7:48:00 PM,Ewallet,552.23,4.761904762,27.6115,7.5
702-83-5291,Giza,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27,10:43:00 AM,Cash,898.38,4.761904762,44.919,6.6
489-82-1237,Alex,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,11:51:00 AM,Credit card,657.16,4.761904762,32.858,7.3
384-59-6655,Alex,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,3:07:00 PM,Cash,887.94,4.761904762,44.397,8.4
746-04-1077,Cairo,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,11:36:00 AM,Credit card,846.3,4.761904762,42.315,9.0
452-04-8808,Cairo,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,3:17:00 PM,Cash,609.56,4.761904762,30.478,5.5
139-32-4183,Alex,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.186,2019-03-14,2:19:00 PM,Ewallet,877.32,4.761904762,43.866,7.4
148-41-7930,Giza,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23,10:33:00 AM,Cash,699.72,4.761904762,34.986,6.1
189-40-5216,Giza,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,11:40:00 AM,Cash,674.59,4.761904762,33.7295,6.0
552-44-5977,Cairo,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,7:08:00 PM,Credit card,496.0,4.761904762,24.8,6.2
267-62-7380,Giza,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,7:12:00 PM,Ewallet,823.4,4.761904762,41.17,4.3
430-53-4718,Cairo,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,3:46:00 PM,Credit card,602.96,4.761904762,30.148,8.4
602-16-6955,Cairo,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,6:10:00 PM,Ewallet,766.0,4.761904762,38.3,6.0
303-96-2227,Cairo,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,5:16:00 PM,Ewallet,973.8,4.761904762,48.69,4.4
849-09-3807,Alex,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,1:28:00 PM,Cash,618.38,4.761904762,30.919,6.6
